CO_CURSO,NO_CURSO
103380,LETRAS   PORTUGUES
103393,LETRAS   INGLES
103397,LETRAS   ESPANHOL
106926,ESPORTE
300771,GEOGRAFIA
300772,CIENCIAS BIOLOGICAS
300774,CIENCIAS SOCIAIS
1146835,LETRAS   FRANCES
1146843,ARTES VISUAIS
1160260,PROGRAMA DE FORMACAO DE PROFESSORES DA EDUCACAO BASICA   FISICA
1292703,MATEMATICA EMPRESARIAL
1343863,COMPUTACAO
5001310,ABI   MATEMATICA
5001311,ABI   GEOGRAFIA
5001312,ABI   CIENCIAS SOCIAIS
5001313,ABI   CIENCIAS BIOLOGICAS
849,FILOSOFIA
850,PEDAGOGIA
855,EDUCACAO FISICA
856,SECRETARIADO EXECUTIVO
857,DIREITO
859,SERVICO SOCIAL
860,MATEMATICA
861,CIENCIAS BIOLOGICAS
863,ENGENHARIA CIVIL
864,ARQUITETURA E URBANISMO
865,CIENCIA DA COMPUTACAO
866,PSICOLOGIA
867,ENFERMAGEM
868,MEDICINA
869,ODONTOLOGIA
870,FISIOTERAPIA
872,ENGENHARIA DA COMPUTACAO
877,ADMINISTRACAO
881,ENGENHARIA ELETRICA
882,CIENCIAS CONTABEIS
884,ENGENHARIA MECANICA
885,ENGENHARIA QUIMICA
886,AGRONOMIA
888,MEDICINA VETERINARIA
18686,SISTEMA DE INFORMACAO
19312,ADMINISTRACAO
19402,ENGENHARIA MECATRONICA
21596,ADMINISTRACAO
21597,CIENCIAS CONTABEIS
24980,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
27102,RELACÕES PUBLICAS
28951,JORNALISMO
38376,TURISMO
38397,DESENHO INDUSTRIAL   PROGRAMACAO VISUAL
38398,DESENHO INDUSTRIAL   PROJETO DO PRODUTO
38409,NUTRICAO
38413,LETRAS   PORTUGUES E INGLES
38415,LETRAS   PORTUGUES E ESPANHOL
38417,LETRAS   PORTUGUES
47028,DIREITO
49540,DIREITO
49548,ADMINISTRACAO
50022,ENGENHARIA AMBIENTAL
50077,TEOLOGIA
50158,CIENCIAS ECONOMICAS
57944,EDUCACAO FISICA
57948,ENGENHARIA DE ALIMENTOS
60114,ADMINISTRACAO
60123,MEDICINA VETERINARIA
60128,CIENCIAS BIOLOGICAS
61337,ENGENHARIA DE PRODUCAO
61826,FARMACIA
65171,CIENCIAS BIOLOGICAS
80608,ENFERMAGEM
80610,AGRONOMIA
80612,TEOLOGIA
90214,ENGENHARIA DE PRODUCAO
90218,CIENCIAS CONTABEIS
92129,FILOSOFIA
100097,PSICOLOGIA
100721,ENGENHARIA DE PRODUCAO
109764,GASTRONOMIA
109776,HISTORIA
109780,QUIMICA
109782,FISICA
109788,ENGENHARIA FLORESTAL
109790,BIOTECNOLOGIA
118476,MARKETING
118904,DESENHO INDUSTRIAL   DESIGN DIGITAL
118912,FARMACIA
118914,SISTEMAS PARA INTERNET
1059179,MEDICINA
1082313,PSICOLOGIA
1083087,DIREITO
1114874,TEATRO
1114875,MUSICA
1114876,CIENCIAS CONTABEIS
1114877,ENGENHARIA AMBIENTAL
1114878,GESTAO FINANCEIRA
1114882,GESTAO COMERCIAL
1114884,GESTAO DE RECURSOS HUMANOS
1114885,GESTAO DE SEGURANCA PRIVADA
1114886,GESTAO DA QUALIDADE
1114888,LOGISTICA
1114889,ENGENHARIA ELETRONICA
1114890,GESTAO DA PRODUCAO INDUSTRIAL
1114891,JOGOS DIGITAIS
1118280,DESENHO INDUSTRIAL   DESIGN DE MODA
1264805,ENGENHARIA DE CONTROLE E AUTOMACAO
1264879,DESIGN DE MODA
1264881,DESIGN DIGITAL
1264883,DESIGN GRAFICO
1264885,DESIGN DE PRODUTO
1264887,CIENCIAS SOCIAIS
1268238,AGRONOMIA
1268240,ENGENHARIA FLORESTAL
1268241,MEDICINA VETERINARIA
1330952,PSICOLOGIA
1397977,FILOSOFIA
1419969,DESIGN
1427316,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1427317,GESTAO DE RECURSOS HUMANOS
1427318,GESTAO FINANCEIRA
1427319,LOGISTICA
1427320,GESTAO HOSPITALAR
1427321,PROCESSOS GERENCIAIS
1427323,GESTAO DA TECNOLOGIA DA INFORMACAO
1427325,GESTAO COMERCIAL
1427332,ENGENHARIA BIOMEDICA
1427333,SEGURANCA DA INFORMACAO
1428434,ENGENHARIA DE MATERIAIS E NANOTECNOLOGIA
1428435,GESTAO DE MARKETING EM MIDIAS DIGITAIS
1428437,BIG DATA E INTELIGENCIA ANALITICA
1429217,ENGENHARIA DE SOFTWARE
1430201,PRODUCAO DIGITAL
1445588,INTERDISCIPLINAR EM CIENCIAS E HUMANIDADES   BI/LI
950,FILOSOFIA
952,PSICOLOGIA
953,FONOAUDIOLOGIA
954,PEDAGOGIA
955,HISTORIA
957,SERVICO SOCIAL
958,CIENCIAS ECONOMICAS
959,CIENCIAS CONTABEIS
960,ADMINISTRACAO
963,DIREITO
964,ENGENHARIA CIVIL
965,MATEMATICA
966,FISICA
968,CIENCIA DA COMPUTACAO
970,ENGENHARIA QUIMICA
971,QUIMICA
972,CIENCIAS BIOLOGICAS
29331,LETRAS   PORTUGUES E INGLES
51164,ENGENHARIA AMBIENTAL
51174,LETRAS   PORTUGUES E ESPANHOL
52551,TEOLOGIA
52971,ARQUITETURA E URBANISMO
52977,FISIOTERAPIA
87000,JORNALISMO
87002,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
300950,FILOSOFIA
1108674,FOTOGRAFIA
1108686,JOGOS DIGITAIS
1174681,CIENCIAS BIOLOGICAS
1200712,MEDICINA
1304608,ENFERMAGEM
1358817,ENGENHARIA DE PRODUCAO
1026,MEDICINA
1027,CIENCIAS ECONOMICAS
1028,ADMINISTRACAO
1029,OCEANOLOGIA
1033,GEOGRAFIA
1034,HISTORIA
1035,MATEMATICA
1036,LETRAS   LINGUA PORTUGUESA
1037,LETRAS   PORTUGUES E FRANCES
1038,ENGENHARIA CIVIL
1039,ENGENHARIA MECANICA
1040,ENGENHARIA QUIMICA
1041,CIENCIAS CONTABEIS
1042,BIBLIOTECONOMIA
1043,ENFERMAGEM
1044,ARTES VISUAIS
1045,ENGENHARIA DE ALIMENTOS
1046,LETRAS   PORTUGUES E INGLES
1051,ENGENHARIA DE COMPUTACAO
1052,LETRAS   PORTUGUES E ESPANHOL
18390,FISICA
18889,QUIMICA
20942,DIREITO
20943,GEOGRAFIA
20944,HISTORIA
21855,ENGENHARIA CIVIL EMPRESARIAL
21856,ENGENHARIA MECANICA EMPRESARIAL
21857,CIENCIAS CONTABEIS
74364,CIENCIAS BIOLOGICAS
74366,CIENCIAS BIOLOGICAS
99501,EDUCACAO FISICA
99665,PSICOLOGIA
108076,ADMINISTRACAO
108086,PEDAGOGIA
111450,PEDAGOGIA
112624,ARQUIVOLOGIA
112626,ARQUEOLOGIA
112628,MATEMATICA APLICADA
115992,ENGENHARIA AGROINDUSTRIAL INDUSTRIAS ALIMENTICIAS
116030,ENGENHARIA AGROINDUSTRIAL AGROQUIMICA
116032,ENGENHARIA DE AUTOMACAO
116034,TOXICOLOGIA AMBIENTAL
116066,SISTEMAS DE INFORMACAO
318390,FISICA
1103531,QUIMICA
1103532,GESTAO AMBIENTAL
1103533,GESTAO AMBIENTAL
1103535,ENGENHARIA BIOQUIMICA
1103537,ENGENHARIA CIVIL COSTEIRA E PORTUARIA
1103539,ENGENHARIA MECANICA NAVAL
1112986,TURISMO
1157106,ARTES VISUAIS
1265572,CIENCIAS
1270330,AGROECOLOGIA
1270331,EDUCACAO DO CAMPO
1270334,HOTELARIA
1270338,EVENTOS
1270369,CIENCIAS EXATAS
1298923,CONSTRUCAO DE EDIFICIOS
1304826,COMERCIO EXTERIOR
1304865,RELACÕES INTERNACIONAIS
1330056,HISTORIA
1331057,GESTAO DE COOPERATIVAS
1095,HISTORIA
1098,SERVICO SOCIAL
1101,DIREITO
1103,CIENCIAS CONTABEIS
1104,CIENCIAS ECONOMICAS
1105,HOTELARIA
1107,MEDICINA
1109,CIENCIAS BIOLOGICAS
1110,CIENCIA DA COMPUTACAO
1112,MATEMATICA
1113,DIREITO
1121,CIENCIAS CONTABEIS
1124,DIREITO
1130,TURISMO
1140,ARQUITETURA E URBANISMO
18043,POLIMEROS
18046,CIENCIAS CONTABEIS
18047,CIENCIAS CONTABEIS
18048,DIREITO
20288,QUIMICA
22642,ENGENHARIA MECANICA
24299,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
24561,CIENCIAS
25674,LETRAS   LINGUA PORTUGUESA
25881,LETRAS   ESPANHOL
26065,ENGENHARIA QUIMICA
29730,LETRAS   INGLES
29733,PSICOLOGIA
31041,ADMINISTRACAO
32252,ADMINISTRACAO
33257,RELACÕES PUBLICAS
34653,JORNALISMO
34655,ADMINISTRACAO
40404,ENGENHARIA AMBIENTAL
40405,ENGENHARIA DE PRODUCAO
40435,ADMINISTRACAO
40604,ADMINISTRACAO
40943,ADMINISTRACAO
41669,GESTAO DE MICRO E PEQUENAS EMPRESAS
42118,TURISMO
42313,ADMINISTRACAO
42362,DIREITO
43080,PEDAGOGIA
45693,ENFERMAGEM
45735,FILOSOFIA
50164,DESIGN DE PRODUTO
50298,SISTEMAS DE INFORMACAO
50302,FISIOTERAPIA
50304,ENGENHARIA DE ALIMENTOS
57446,ENGENHARIA DE PRODUCAO
57502,GEOGRAFIA
57504,SISTEMAS DE INFORMACAO
57508,COMPUTACAO
57706,ENGENHARIA ELETRICA
57714,ENGENHARIA DE MATERIAIS
64877,SISTEMAS DE INFORMACAO
66129,EDUCACAO FISICA
66131,EDUCACAO FISICA
68172,FILOSOFIA
68237,ADMINISTRACAO
68243,DIREITO
68245,CIENCIAS CONTABEIS
70604,FARMACIA
71413,PEDAGOGIA
72777,NUTRICAO
72827,GESTAO DE PESSOAS
72828,GESTAO IMOBILIARIA
75926,TECNOLOGIAS DIGITAIS
75934,EDUCACAO FISICA
88124,SISTEMAS DA QUALIDADE E DE GESTAO AMBIENTAL
88562,AGRONOMIA
88564,AGRONOMIA
89134,ENGENHARIA MECANICA
89234,GESTAO DE MARKETING EMPRESARIAL
89238,CIENCIAS BIOLOGICAS
89354,HOTELARIA
98110,DESIGN GRAFICO
98118,ENGENHARIA DE CONTROLE E AUTOMACAO
98128,DIREITO
98130,EDUCACAO FISICA
98307,PEDAGOGIA
98308,PEDAGOGIA
98309,PEDAGOGIA
103006,CUSTOS E CONTABILIDADE GERENCIAL
106759,LETRAS   LINGUA PORTUGUESA
106910,COMERCIO INTERNACIONAL
106912,COMERCIO INTERNACIONAL
106914,CIENCIAS CONTABEIS
112356,ARTES VISUAIS
119830,GESTAO EM SUPERMERCADOS
121110,DESIGN DE MODA
122821,DIREITO
123242,PROGRAMA ESPECIAL DE FORMACAO PEDAGOGICA
301109,CIENCIAS BIOLOGICAS
1105328,MUSICA
1105330,ENGENHARIA CIVIL
1105331,DESIGN
1105571,SECRETARIADO
1105777,ENFERMAGEM
1107981,DESIGN
1115906,GESTAO DE RECURSOS HUMANOS
1115907,PROCESSOS GERENCIAIS
1115909,SOCIOLOGIA
1115910,ENGENHARIA ELETRONICA
1115914,ELETRONICA INDUSTRIAL
1116795,FOTOGRAFIA
1116797,GESTAO FINANCEIRA
1116798,GESTAO COMERCIAL
1117530,MARKETING
1120574,PROCESSOS GERENCIAIS
1120575,GESTAO COMERCIAL
1120580,LOGISTICA
1120581,GESTAO FINANCEIRA
1127016,NEGOCIOS IMOBILIARIOS
1127023,EVENTOS
1127024,GEOGRAFIA
1127100,CIENCIAS CONTABEIS
1127914,AUTOMACAO INDUSTRIAL
1129532,PROCESSOS GERENCIAIS
1129533,GESTAO DE RECURSOS HUMANOS
1129806,QUIMICA
1133074,GESTAO DE RECURSOS HUMANOS
1133075,MARKETING
1133749,ARTES VISUAIS
1153962,GESTAO DA QUALIDADE
1168445,TURISMO
1168449,RADIOLOGIA
1168523,ENGENHARIA ELETRICA
1172253,GASTRONOMIA
1181260,ARQUITETURA E URBANISMO
1182147,NUTRICAO
1182347,ENGENHARIA CIVIL
1185669,CIENCIAS BIOLOGICAS
1187279,BIBLIOTECONOMIA
1190154,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1190503,MEDICINA VETERINARIA
1257566,CIENCIA DA COMPUTACAO
1264481,ENGENHARIA AUTOMOTIVA
1264482,ENGENHARIA DE COMPUTACAO
1264523,ESTETICA E COSMETICA
1268886,DESIGN DE INTERIORES
1279808,ODONTOLOGIA
1284117,PSICOLOGIA
1293037,DANCA
1319158,FISICA
1364091,GASTRONOMIA
1404867,FARMACIA
1404868,FISIOTERAPIA
1424963,BIOMEDICINA
1424964,MODA
1425230,ADMINISTRACAO
1425231,CIENCIAS CONTABEIS
1425248,PRODUCAO AUDIOVISUAL
1452088,GESTAO DE PRODUCAO INDUSTRIAL
1222,HISTORIA
1223,FILOSOFIA
1224,CIENCIAS SOCIAIS
1225,ENFERMAGEM
1227,NUTRICAO
1230,DIREITO
1232,CIENCIAS ECONOMICAS
1233,CIENCIAS CONTABEIS
1237,ARQUITETURA E URBANISMO
1240,GEOLOGIA
1242,SERVICO SOCIAL
1253,EDUCACAO FISICA
1261,SISTEMAS DE INFORMACAO
22932,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
26073,ENGENHARIA ELETRICA
27498,JORNALISMO
29336,LETRAS PORTUGUES E INGLES
29595,ENGENHARIA MECANICA
29738,ENGENHARIA DE ALIMENTOS
31044,LETRAS   PORTUGUES E ALEMAO
31419,ENGENHARIA DE PRODUCAO
32842,ENGENHARIA CIVIL
33262,RELACÕES PUBLICAS
38429,CIENCIAS BIOLOGICAS
38431,MATEMATICA
38433,FISICA
38439,LETRAS   PORTUGUES E ESPANHOL
40103,CIENCIAS BIOLOGICAS
40700,FILOSOFIA
40717,LETRAS   INGLES
40720,LETRAS   PORTUGUES
57702,CIENCIA DA COMPUTACAO
57728,FISIOTERAPIA
64819,COMUNICACAO SOCIAL   HABILITACAO REALIZACAO AUDIOVISUAL
64822,ENGENHARIA DA COMPUTACAO
72462,COMUNICACAO SOCIAL   COMUNICACAO DIGITAL
80670,SEGURANCA DA INFORMACAO
80675,JOGOS DIGITAIS
80681,PEDAGOGIA
90237,ANALISE E DESENVOLVIMENTO DE SISTEMAS
91921,GESTAO AMBIENTAL
96103,ADMINISTRACAO
96105,GESTAO DE RECURSOS HUMANOS
96107,LOGISTICA
98393,EDUCACAO FISICA
102859,GASTRONOMIA
102861,GESTAO FINANCEIRA
106617,PSICOLOGIA
112239,PEDAGOGIA
116200,FARMACIA
116202,PROCESSOS GERENCIAIS
1114767,ENGENHARIA AMBIENTAL
1114784,ENGENHARIA DE ENERGIA
1114857,ENGENHARIA DE CONTROLE E AUTOMACAO
1114863,GESTAO COMERCIAL
1115208,ADMINISTRACAO
1115224,CIENCIAS CONTABEIS
1116231,DESIGN
1116731,GESTAO DA TECNOLOGIA DA INFORMACAO
1116735,GESTAO DE RECURSOS HUMANOS
1116755,COMERCIO EXTERIOR
1119932,RELACÕES INTERNACIONAIS
1121183,ENFERMAGEM
1121184,NUTRICAO
1121217,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1121293,JORNALISMO
1121421,JOGOS DIGITAIS
1121422,SEGURANCA DA INFORMACAO
1121529,DESIGN DE PRODUTO
1121615,MODA
1134486,GESTAO FINANCEIRA
1149061,ENGENHARIA CARTOGRAFICA E DE AGRIMENSURA
1149080,GESTAO HOSPITALAR
1149146,BIOMEDICINA
1149177,LOGISTICA
1158908,DIREITO
1158926,PSICOLOGIA
1170874,ENGENHARIA DE PRODUCAO
1178918,ENGENHARIA DE MATERIAIS
1178926,ENGENHARIA ELETRONICA
1178929,PRODUCAO FONOGRAFICA
1178939,FOTOGRAFIA
1179043,RELACÕES PUBLICAS
1179052,ENGENHARIA QUIMICA
1182608,GESTAO COMERCIAL
1189846,PEDAGOGIA
1189853,GESTAO DA PRODUCAO INDUSTRIAL
1265420,ANALISE E DESENVOLVIMENTO DE SISTEMAS
1266999,PROCESSOS GERENCIAIS
1285028,GASTRONOMIA
1332180,ENGENHARIA CIVIL
1332181,ARQUITETURA E URBANISMO
1332183,CIENCIA DA COMPUTACAO
1332184,PUBLICIDADE E PROPAGANDA
1332185,FISIOTERAPIA
1349098,ENGENHARIA BIOMEDICA
1349449,FOTOGRAFIA
1349450,PRODUCAO FONOGRAFICA
1349451,CIENCIAS CONTABEIS
1363828,MARKETING
1363830,SISTEMAS PARA INTERNET
1387319,CIENCIAS ECONOMICAS
1397773,MEDICINA
1408512,MODA
1438642,DESIGN
1438644,ENGENHARIA AGRONOMICA
1438645,FISICA MEDICA
1438646,RELACÕES INTERNACIONAIS
1458231,INTERDISCIPLINAR EM HUMANIDADES
5000201,SISTEMAS DE INFORMACAO
5000722,ADMINISTRACAO
1312,ADMINISTRACAO
1313,CIENCIAS CONTABEIS
1314,CIENCIAS ECONOMICAS
1315,DIREITO
1318,ENGENHARIA ELETRICA
1319,ENGENHARIA MECANICA
1321,FILOSOFIA
1322,FISIOTERAPIA
1325,LETRAS   LINGUA PORTUGUESA
1326,PEDAGOGIA
1327,PSICOLOGIA
51746,ENGENHARIA DE PRODUCAO
55800,MARKETING
81140,ENGENHARIA CIVIL
83809,HISTORIA
100913,ENGENHARIA MECATRONICA
103222,ENGENHARIA DE PETROLEO
103226,ENGENHARIA DE COMPUTACAO
103228,SISTEMAS DE INFORMACAO
150246,BIOMEDICINA
301321,FILOSOFIA
1071817,PEDAGOGIA
1189071,RELACÕES INTERNACIONAIS
1192472,EDUCACAO FISICA
1276952,ARQUITETURA E URBANISMO
1321338,CONTROLE DE OBRAS
1321339,GESTAO DA QUALIDADE
1321340,MANUTENCAO INDUSTRIAL
1321462,LOGISTICA
1349160,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
1349557,HISTORIA
1349733,TEOLOGIA
1350288,MUSICA
1405022,ADMINISTRACAO
1428,MATEMATICA
1429,QUIMICA
1430,CIENCIAS BIOLOGICAS
1431,CIENCIAS ECONOMICAS
1433,AGRONOMIA
1434,LETRAS
1435,PEDAGOGIA
1436,DIREITO
1438,EDUCACAO FISICA
1439,MEDICINA
1440,MEDICINA VETERINARIA
1441,ODONTOLOGIA
1443,CIENCIAS CONTABEIS
1444,MUSICA
1445,GEOGRAFIA
1446,HISTORIA
1448,ENGENHARIA CIVIL
1449,ENGENHARIA ELETRICA
1450,ENGENHARIA MECANICA
1451,ENGENHARIA QUIMICA
1452,CIENCIA DA COMPUTACAO
1453,FILOSOFIA
1454,FISICA
18374,ARQUITETURA E URBANISMO
18380,CIENCIAS SOCIAIS
20604,ENFERMAGEM
22947,LETRAS   INGLES
22948,LETRAS   FRANCES
32844,LETRAS   PORTUGUES
49762,ARTES VISUAIS
68123,PSICOLOGIA
71863,ENGENHARIA MECATRONICA
79997,FISICA DE MATERIAIS
94163,ENGENHARIA BIOMEDICA
98992,BIOMEDICINA
100961,TEATRO
102935,DESIGN
102944,MATEMATICA
103014,CIENCIAS CONTABEIS
103016,ADMINISTRACAO
103018,PEDAGOGIA
103020,FISICA
103022,GEOGRAFIA
103027,QUIMICA
103029,CIENCIAS BIOLOGICAS
106644,QUIMICA INDUSTRIAL
111378,ARTES VISUAIS
111382,MATEMATICA
111386,QUIMICA
115726,NUTRICAO
115728,SISTEMAS DE INFORMACAO
115794,RELACÕES INTERNACIONAIS
115800,FISIOTERAPIA
115802,JORNALISMO
115804,LETRAS   ESPANHOL
115870,ADMINISTRACAO
115872,CIENCIAS BIOLOGICAS
120439,HISTORIA
120893,PEDAGOGIA
122664,BIOTECNOLOGIA
301428,MATEMATICA
301438,EDUCACAO FISICA
301444,MUSICA
301453,FILOSOFIA
318380,CIENCIAS SOCIAIS
400961,TEATRO
403022,GEOGRAFIA
411354,CIENCIAS BIOLOGICAS
420439,HISTORIA
1107143,ZOOTECNIA
1107144,ESTATISTICA
1107367,ENGENHARIA AMBIENTAL
1109057,GESTAO DA INFORMACAO
1109223,SERVICO SOCIAL
1109224,ENGENHARIA DE PRODUCAO
1114028,FISICA MEDICA
1114400,ENGENHARIA AERONAUTICA
1114401,GESTAO EM SAUDE AMBIENTAL
1114402,TRADUCAO
1137715,AGRONOMIA
1137716,ENGENHARIA DE ALIMENTOS
1137717,SISTEMAS DE INFORMACAO
1137718,ENGENHARIA DE AGRIMENSURA E CARTOGRAFICA
1137878,ADMINISTRACAO PUBLICA
1139589,ENGENHARIA ELETRONICA E DE TELECOMUNICACÕES
1139590,BIOTECNOLOGIA
1149294,DANCA
1187249,ENGENHARIA DE COMPUTACAO
1187250,ENGENHARIA DE CONTROLE E AUTOMACAO
1188370,ENGENHARIA ELETRONICA E DE TELECOMUNICACÕES
1264973,LETRAS   LINGUA PORTUGUESA COM DOMINIO DE LIBRAS
1276594,GEOLOGIA
1276595,ENGENHARIA FLORESTAL
1404232,LETRAS   INGLES
1407205,MATEMATICA
5000371,HISTORIA
5000372,GEOGRAFIA
5000530,ENFERMAGEM
5000699,ABI   ARTES VISUAIS
5000701,ABI   CIENCIAS SOCIAIS
5000702,EDUCACAO FISICA   LICENCIATURA OU BACHARELADO
5000703,ABI   ENFERMAGEM
5000704,ABI   FILOSOFIA
5000705,ABI   GEOGRAFIA
5000707,ABI   GEOGRAFIA
5000708,ABI   HISTORIA
5000709,ABI   HISTORIA
5000710,ABI   MATEMATICA
5000711,ABI   TEATRO
5000712,ABI   MUSICA
5001338,ABI   LETRAS
1511,ENGENHARIA CIVIL
1512,ENGENHARIA ELETRICA
1513,FILOSOFIA
1515,PEDAGOGIA
1516,PSICOLOGIA
1517,ADMINISTRACAO
1518,MEDICINA
1523,CIENCIAS CONTABEIS
1526,SERVICO SOCIAL
1530,TEOLOGIA
1531,DIREITO
1534,ARQUITETURA E URBANISMO
1536,ENGENHARIA ELETRONICA
45497,LETRAS   LINGUA PORTUGUESA
49991,JORNALISMO
49996,COMUNICACAO SOCIAL   PUBLICIDADE E PROPAGANDA
64838,FISIOTERAPIA
89467,ENFERMAGEM
90207,FARMACIA
103186,DESIGN DE MODA
301513,FILOSOFIA
1265977,ENGENHARIA DE COMPUTACAO
1279299,ODONTOLOGIA
1304778,SEGURANCA PUBLICA
1415582,ADMINISTRACAO
5001348,GESTAO DE RECURSOS HUMANOS
5001349,GESTAO FINANCEIRA
5001350,GESTAO COMERCIAL
1624,CIENCIAS BIOLOGICAS
1626,TURISMO
1627,ENFERMAGEM
1628,FISIOTERAPIA
1629,MEDICINA
1630,NUTRICAO
1631,ODONTOLOGIA
1632,TERAPIA OCUPACIONAL
1634,ARQUITETURA E URBANISMO
1635,ENGENHARIA CIVIL
1636,BIBLIOTECONOMIA
1637,MATEMATICA
1638,CIENCIAS SOCIAIS
1641,EDUCACAO FISICA
1642,DIREITO
1643,FILOSOFIA
1644,FONOAUDIOLOGIA
1646,HISTORIA
1648,PEDAGOGIA
1650,SERVICO SOCIAL
1651,TEOLOGIA
1652,CIENCIAS ECONOMICAS
1653,CIENCIAS CONTABEIS
1654,ADMINISTRACAO
1659,QUIMICA
1660,ENGENHARIA DE COMPUTACAO
21863,ENGENHARIA AMBIENTAL E SANITARIA
21865,ARTES VISUAIS
32845,JORNALISMO
35048,RELACÕES PUBLICAS
43069,ENGENHARIA DE TELECOMUNICACÕES
47662,PSICOLOGIA
52189,LETRAS   PORTUGUES E INGLES
52192,PUBLICIDADE E PROPAGANDA
52196,FILOSOFIA
52225,GEOGRAFIA
52589,FARMACIA
111476,SISTEMAS DE INFORMACAO
116075,REDES DE COMPUTADORES
116086,CONSTRUCAO DE EDIFICIOS
119592,GESTAO DA TECNOLOGIA DA INFORMACAO
301624,CIENCIAS BIOLOGICAS
301638,CIENCIAS SOCIAIS
301641,EDUCACAO FISICA
301646,HISTORIA
321865,ARTES VISUAIS
352189,LETRAS   PORTUGUES E INGLES
352225,GEOGRAFIA
1154703,JOGOS DIGITAIS
1164641,ADMINISTRACAO
1164688,CIENCIAS CONTABEIS
1164690,SISTEMAS DE INFORMACAO
1169520,ENGENHARIA ELETRICA
1187681,ENGENHARIA DE PRODUCAO
1187689,GESTAO DA TECNOLOGIA DA INFORMACAO
1262906,ENGENHARIA QUIMICA
1310841,DESIGN DIGITAL
1374846,MEDICINA VETERINARIA
1374847,ENGENHARIA MECANICA
1374865,ENGENHARIA DE SOFTWARE
1374867,RELACÕES INTERNACIONAIS
1417101,ENGENHARIA DE CONTROLE E AUTOMACAO
1716,GEOGRAFIA
1717,MATEMATICA
1718,ENGENHARIA MECANICA
1721,CIENCIA DA COMPUTACAO
1724,EDUCACAO FISICA
1725,MEDICINA
1726,ODONTOLOGIA
1727,ENFERMAGEM
1728,AGRONOMIA
1729,ADMINISTRACAO
1734,CIENCIAS CONTABEIS
1735,CIENCIAS ECONOMICAS
1736,DIREITO
1738,FILOSOFIA
1740,HISTORIA
1741,PEDAGOGIA
1748,ENGENHARIA CIVIL
1749,ENGENHARIA ELETRICA
1750,MUSICA
1752,ADMINISTRACAO
1753,CIENCIAS CONTABEIS
1754,MATEMATICA
1757,CIENCIAS CONTABEIS
1758,PEDAGOGIA
1762,CIENCIAS CONTABEIS
1766,MATEMATICA
1767,ADMINISTRACAO
1770,ADMINISTRACAO
1772,CIENCIAS CONTABEIS
1773,ADMINISTRACAO
1774,ADMINISTRACAO
1780,PEDAGOGIA
1781,EDUCACAO FISICA
1782,PEDAGOGIA
1786,ARQUITETURA E URBANISMO
18475,DIREITO
18477,DIREITO
18478,DIREITO
18480,DIREITO
18481,DIREITO
18482,SECRETARIADO EXECUTIVO
18483,FARMACIA
18484,MEDICINA VETERINARIA
20948,ENGENHARIA DE ALIMENTOS
20949,FISIOTERAPIA
20957,EDUCACAO FISICA
24815,MUSICA   CANTO
26016,PUBLICIDADE E PROPAGANDA
29604,JORNALISMO
33283,MUSICA   INSTRUMENTO
34661,LETRAS   PORTUGUES E INGLES
47663,PSICOLOGIA
57548,QUIMICA
64832,FONOAUDIOLOGIA
64836,NUTRICAO
65996,QUIMICA
66005,CIENCIAS BIOLOGICAS
66008,CIENCIAS BIOLOGICAS
73086,ADMINISTRACAO
73273,CIENCIAS BIOLOGICAS
73295,ENGENHARIA AMBIENTAL E SANITARIA
73298,SERVICO SOCIAL
73302,FISICA
86476,DIREITO
86484,ENGENHARIA DE PRODUCAO
88496,LETRAS   PORTUGUES E ESPANHOL
88502,ARTES VISUAIS
88504,FILOSOFIA
98341,LETRAS   PORTUGUES E INGLES
98359,EDUCACAO FISICA
98361,ANALISE E DESENVOLVIMENTO DE SISTEMAS
98373,ANALISE E DESENVOLVIMENTO DE SISTEMAS
102930,PEDAGOGIA
102946,LETRAS   PORTUGUES E ESPANHOL
111736,SISTEMAS PARA INTERNET
111738,GESTAO DO AGRONEGOCIO
111740,FABRICACAO MECANICA
111744,DESIGN GRAFICO
115478,DESIGN DE PRODUTO
115482,ESTETICA E COSMETICA
115484,DESIGN DE MODA
115500,GESTAO DE RECURSOS HUMANOS
115512,LOGISTICA
1029381,CIENCIAS CONTABEIS
1107869,GESTAO COMERCIAL
1109501,ENGENHARIA ELETRICA
1133188,COMERCIO EXTERIOR
1133198,ENGENHARIA CIVIL
1214056,ENGENHARIA DE PRODUCAO
1265988,ARTES VISUAIS
1266269,ENGENHARIA QUIMICA
1279396,AGRONEGOCIO
1312996,ENGENHARIA DE COMPUTACAO
1879,MEDICINA
1880,TEOLOGIA
1881,FILOSOFIA
1882,PEDAGOGIA
1883,ODONTOLOGIA
1885,LETRAS   LINGUA PORTUGUESA
1886,ENGENHARIA CIVIL
1887,SERVICO SOCIAL
1888,DIREITO
1890,CIENCIAS ECONOMICAS
1893,GEOGRAFIA
1894,CIENCIAS SOCIAIS
1896,FISICA
